-608990.77777079	-532700.46576986	-6305509.13464039
-608990.77777193	-532700.46577108	-6305509.13464120
-608990.77777309	-532700.46577234	-6305509.13464197
-608990.77777425	-532700.46577360	-6305509.13464272
-608990.77777539	-532700.46577488	-6305509.13464349
-608990.77777651	-532700.46577612	-6305509.13464431
-608990.77777762	-532700.46577733	-6305509.13464521
-608990.77777873	-532700.46577854	-6305509.13464617
-608990.77777986	-532700.46577974	-6305509.13464714
-608990.77778101	-532700.46578097	-6305509.13464809
-608990.77778218	-532700.46578224	-6305509.13464899
-608990.77778338	-532700.46578355	-6305509.13464986
-608990.77778457	-532700.46578486	-6305509.13465070
-608990.77778571	-532700.46578615	-6305509.13465156
-608990.77778687	-532700.46578744	-6305509.13465248
-608990.77778805	-532700.46578873	-6305509.13465347
-608990.77778923	-532700.46579001	-6305509.13465452
-608990.77779042	-532700.46579129	-6305509.13465558
-608990.77779163	-532700.46579261	-6305509.13465660
-608990.77779286	-532700.46579397	-6305509.13465757
-608990.77779411	-532700.46579537	-6305509.13465850
-608990.77779535	-532700.46579677	-6305509.13465943
-608990.77779659	-532700.46579819	-6305509.13466037
-608990.77779780	-532700.46579957	-6305509.13466136
-608990.77779899	-532700.46580092	-6305509.13466242
-608990.77780020	-532700.46580226	-6305509.13466353
-608990.77780140	-532700.46580361	-6305509.13466466
-608990.77780260	-532700.46580496	-6305509.13466578
-608990.77780382	-532700.46580635	-6305509.13466687
-608990.77780506	-532700.46580778	-6305509.13466792
-608990.77780629	-532700.46580923	-6305509.13466896
-608990.77780749	-532700.46581064	-6305509.13467003
-608990.77780869	-532700.46581206	-6305509.13467114
-608990.77780987	-532700.46581344	-6305509.13467230
-608990.77781106	-532700.46581482	-6305509.13467349
-608990.77781225	-532700.46581619	-6305509.13467468
-608990.77781347	-532700.46581760	-6305509.13467583
-608990.77781471	-532700.46581904	-6305509.13467694
-608990.77781598	-532700.46582051	-6305509.13467801
-608990.77781723	-532700.46582200	-6305509.13467907
-608990.77781845	-532700.46582346	-6305509.13468017
-608990.77781967	-532700.46582493	-6305509.13468132
-608990.77782087	-532700.46582638	-6305509.13468254
-608990.77782208	-532700.46582782	-6305509.13468380
-608990.77782333	-532700.46582928	-6305509.13468506
-608990.77782457	-532700.46583073	-6305509.13468630
-608990.77782585	-532700.46583222	-6305509.13468748
-608990.77782712	-532700.46583371	-6305509.13468862
-608990.77782838	-532700.46583519	-6305509.13468974
-608990.77782965	-532700.46583668	-6305509.13469088
-608990.77783092	-532700.46583817	-6305509.13469206
-608990.77783221	-532700.46583965	-6305509.13469329
-608990.77783349	-532700.46584115	-6305509.13469457
-608990.77783481	-532700.46584267	-6305509.13469585
-608990.77783616	-532700.46584423	-6305509.13469710
-608990.77783753	-532700.46584582	-6305509.13469831
-608990.77783892	-532700.46584744	-6305509.13469948
-608990.77784032	-532700.46584906	-6305509.13470064
-608990.77784169	-532700.46585065	-6305509.13470182
-608990.77784303	-532700.46585221	-6305509.13470306
-608990.77784439	-532700.46585376	-6305509.13470436
-608990.77784575	-532700.46585532	-6305509.13470571
-608990.77784714	-532700.46585692	-6305509.13470708
-608990.77784856	-532700.46585856	-6305509.13470844
-608990.77784999	-532700.46586024	-6305509.13470978
-608990.77785145	-532700.46586196	-6305509.13471110
-608990.77785291	-532700.46586369	-6305509.13471243
-608990.77785433	-532700.46586539	-6305509.13471380
-608990.77785577	-532700.46586709	-6305509.13471524
-608990.77785722	-532700.46586879	-6305509.13471675
-608990.77785868	-532700.46587048	-6305509.13471830
-608990.77786017	-532700.46587220	-6305509.13471985
-608990.77786170	-532700.46587396	-6305509.13472137
-608990.77786327	-532700.46587579	-6305509.13472284
-608990.77786486	-532700.46587766	-6305509.13472427
-608990.77786645	-532700.46587952	-6305509.13472569
-608990.77786805	-532700.46588138	-6305509.13472714
-608990.77786963	-532700.46588321	-6305509.13472864
-608990.77787119	-532700.46588500	-6305509.13473021
-608990.77787276	-532700.46588680	-6305509.13473181
-608990.77787432	-532700.46588859	-6305509.13473341
-608990.77787590	-532700.46589042	-6305509.13473496
-608990.77787751	-532700.46589228	-6305509.13473646
-608990.77787914	-532700.46589418	-6305509.13473790
-608990.77788073	-532700.46589605	-6305509.13473933
-608990.77788230	-532700.46589788	-6305509.13474076
-608990.77788385	-532700.46589966	-6305509.13474222
-608990.77788541	-532700.46590144	-6305509.13474373
-608990.77788698	-532700.46590321	-6305509.13474527
-608990.77788858	-532700.46590502	-6305509.13474680
-608990.77789024	-532700.46590690	-6305509.13474829
-608990.77789190	-532700.46590882	-6305509.13474971
-608990.77789358	-532700.46591079	-6305509.13475108
-608990.77789529	-532700.46591278	-6305509.13475243
-608990.77789700	-532700.46591477	-6305509.13475380
-608990.77789871	-532700.46591672	-6305509.13475522
-608990.77790043	-532700.46591867	-6305509.13475672
-608990.77790216	-532700.46592061	-6305509.13475827
-608990.77790392	-532700.46592258	-6305509.13475983
-608990.77790571	-532700.46592460	-6305509.13476138
-608990.77790754	-532700.46592670	-6305509.13476289
-608990.77790938	-532700.46592884	-6305509.13476436
-608990.77791122	-532700.46593100	-6305509.13476583
-608990.77791306	-532700.46593314	-6305509.13476732
-608990.77791489	-532700.46593526	-6305509.13476887
-608990.77791666	-532700.46593730	-6305509.13477050
-608990.77791845	-532700.46593934	-6305509.13477218
-608990.77792024	-532700.46594138	-6305509.13477388
-608990.77792206	-532700.46594346	-6305509.13477555
-608990.77792392	-532700.46594561	-6305509.13477718
-608990.77792581	-532700.46594780	-6305509.13477877
-608990.77792767	-532700.46595002	-6305509.13478037
-608990.77792954	-532700.46595223	-6305509.13478201
-608990.77793140	-532700.46595441	-6305509.13478372
-608990.77793328	-532700.46595657	-6305509.13478552
-608990.77793514	-532700.46595871	-6305509.13478739
-608990.77793705	-532700.46596086	-6305509.13478930
-608990.77793898	-532700.46596306	-6305509.13479119
-608990.77794097	-532700.46596533	-6305509.13479304
-608990.77794296	-532700.46596764	-6305509.13479484
-608990.77794495	-532700.46596996	-6305509.13479660
-608990.77794694	-532700.46597228	-6305509.13479838
-608990.77794890	-532700.46597456	-6305509.13480020
-608990.77795085	-532700.46597680	-6305509.13480210
-608990.77795282	-532700.46597904	-6305509.13480404
-608990.77795475	-532700.46598125	-6305509.13480600
-608990.77795670	-532700.46598349	-6305509.13480793
-608990.77795864	-532700.46598575	-6305509.13480982
-608990.77796059	-532700.46598806	-6305509.13481166
-608990.77796252	-532700.46599037	-6305509.13481346
-608990.77796442	-532700.46599266	-6305509.13481525
-608990.77796630	-532700.46599490	-6305509.13481708
-608990.77796813	-532700.46599707	-6305509.13481896
-608990.77796999	-532700.46599922	-6305509.13482088
-608990.77797184	-532700.46600137	-6305509.13482280
-608990.77797372	-532700.46600356	-6305509.13482469
-608990.77797562	-532700.46600578	-6305509.13482654
-608990.77797756	-532700.46600809	-6305509.13482836
-608990.77797952	-532700.46601044	-6305509.13483015
-608990.77798148	-532700.46601280	-6305509.13483196
-608990.77798341	-532700.46601513	-6305509.13483381
-608990.77798536	-532700.46601745	-6305509.13483571
-608990.77798729	-532700.46601972	-6305509.13483765
-608990.77798927	-532700.46602201	-6305509.13483961
-608990.77799128	-532700.46602433	-6305509.13484153
-608990.77799332	-532700.46602668	-6305509.13484341
-608990.77799538	-532700.46602907	-6305509.13484524
-608990.77799741	-532700.46603148	-6305509.13484706
-608990.77799945	-532700.46603390	-6305509.13484890
-608990.77800145	-532700.46603629	-6305509.13485079
-608990.77800346	-532700.46603868	-6305509.13485275
-608990.77800549	-532700.46604106	-6305509.13485476
-608990.77800753	-532700.46604344	-6305509.13485678
-608990.77800957	-532700.46604582	-6305509.13485877
-608990.77801163	-532700.46604822	-6305509.13486073
-608990.77801369	-532700.46605063	-6305509.13486267
-608990.77801577	-532700.46605308	-6305509.13486457
-608990.77801784	-532700.46605553	-6305509.13486649
-608990.77801993	-532700.46605798	-6305509.13486845
-608990.77802202	-532700.46606044	-6305509.13487047
-608990.77802411	-532700.46606290	-6305509.13487253
-608990.77802624	-532700.46606539	-6305509.13487460
-608990.77802837	-532700.46606788	-6305509.13487666
-608990.77803052	-532700.46607041	-6305509.13487869
-608990.77803269	-532700.46607298	-6305509.13488069
-608990.77803485	-532700.46607556	-6305509.13488270
-608990.77803702	-532700.46607814	-6305509.13488473
-608990.77803916	-532700.46608069	-6305509.13488682
-608990.77804129	-532700.46608320	-6305509.13488897
-608990.77804342	-532700.46608571	-6305509.13489116
-608990.77804559	-532700.46608825	-6305509.13489335
-608990.77804779	-532700.46609082	-6305509.13489551
-608990.77805001	-532700.46609342	-6305509.13489763
-608990.77805226	-532700.46609607	-6305509.13489973
-608990.77805449	-532700.46609872	-6305509.13490183
-608990.77805672	-532700.46610139	-6305509.13490396
-608990.77805892	-532700.46610403	-6305509.13490614
-608990.77806114	-532700.46610666	-6305509.13490836
-608990.77806336	-532700.46610929	-6305509.13491061
-608990.77806561	-532700.46611195	-6305509.13491285
-608990.77806790	-532700.46611464	-6305509.13491506
-608990.77807017	-532700.46611733	-6305509.13491724
-608990.77807244	-532700.46612003	-6305509.13491938
-608990.77807470	-532700.46612273	-6305509.13492153
-608990.77807696	-532700.46612544	-6305509.13492372
-608990.77807920	-532700.46612813	-6305509.13492598
-608990.77808144	-532700.46613082	-6305509.13492830
-608990.77808371	-532700.46613355	-6305509.13493064
-608990.77808600	-532700.46613626	-6305509.13493296
-608990.77808831	-532700.46613900	-6305509.13493525
-608990.77809061	-532700.46614175	-6305509.13493750
-608990.77809294	-532700.46614453	-6305509.13493972
-608990.77809526	-532700.46614731	-6305509.13494193
-608990.77809759	-532700.46615010	-6305509.13494418
-608990.77809992	-532700.46615289	-6305509.13494648
-608990.77810227	-532700.46615567	-6305509.13494885
-608990.77810462	-532700.46615847	-6305509.13495126
-608990.77810699	-532700.46616130	-6305509.13495367
-608990.77810939	-532700.46616417	-6305509.13495603
-608990.77811182	-532700.46616707	-6305509.13495834
-608990.77811427	-532700.46616999	-6305509.13496062
-608990.77811673	-532700.46617292	-6305509.13496289
-608990.77811916	-532700.46617581	-6305509.13496520
-608990.77812160	-532700.46617869	-6305509.13496755
-608990.77812401	-532700.46618155	-6305509.13496996
-608990.77812646	-532700.46618444	-6305509.13497239
-608990.77812894	-532700.46618736	-6305509.13497482
-608990.77813145	-532700.46619033	-6305509.13497723
-608990.77813397	-532700.46619333	-6305509.13497961
-608990.77813650	-532700.46619634	-6305509.13498198
-608990.77813899	-532700.46619931	-6305509.13498436
-608990.77814148	-532700.46620228	-6305509.13498676
-608990.77814396	-532700.46620522	-6305509.13498923
-608990.77814645	-532700.46620815	-6305509.13499175
-608990.77814895	-532700.46621108	-6305509.13499430
-608990.77815151	-532700.46621407	-6305509.13499681
-608990.77815409	-532700.46621709	-6305509.13499927
-608990.77815665	-532700.46622013	-6305509.13500168
-608990.77815924	-532700.46622320	-6305509.13500405
-608990.77816183	-532700.46622627	-6305509.13500643
-608990.77816442	-532700.46622935	-6305509.13500885
-608990.77816702	-532700.46623242	-6305509.13501134
-608990.77816963	-532700.46623550	-6305509.13501389
-608990.77817225	-532700.46623857	-6305509.13501646
-608990.77817487	-532700.46624165	-6305509.13501903
-608990.77817750	-532700.46624476	-6305509.13502157
-608990.77818016	-532700.46624792	-6305509.13502407
-608990.77818286	-532700.46625110	-6305509.13502655
-608990.77818555	-532700.46625428	-6305509.13502904
-608990.77818822	-532700.46625742	-6305509.13503156
-608990.77819087	-532700.46626053	-6305509.13503414
-608990.77819349	-532700.46626361	-6305509.13503677
-608990.77819611	-532700.46626670	-6305509.13503943
-608990.77819876	-532700.46626982	-6305509.13504208
-608990.77820143	-532700.46627298	-6305509.13504468
-608990.77820411	-532700.46627618	-6305509.13504722
-608990.77820679	-532700.46627939	-6305509.13504972
-608990.77820942	-532700.46628257	-6305509.13505222
-608990.77821204	-532700.46628571	-6305509.13505476
-608990.77821464	-532700.46628881	-6305509.13505735
-608990.77821721	-532700.46629187	-6305509.13506000
-608990.77821980	-532700.46629493	-6305509.13506269
-608990.77822242	-532700.46629803	-6305509.13506537
-608990.77822509	-532700.46630120	-6305509.13506801
-608990.77822777	-532700.46630442	-6305509.13507062
-608990.77823044	-532700.46630764	-6305509.13507322
-608990.77823311	-532700.46631088	-6305509.13507584
-608990.77823579	-532700.46631411	-6305509.13507851
-608990.77823848	-532700.46631734	-6305509.13508125
-608990.77824120	-532700.46632055	-6305509.13508406
-608990.77824393	-532700.46632376	-6305509.13508689
-608990.77824669	-532700.46632700	-6305509.13508971
-608990.77824946	-532700.46633028	-6305509.13509249
-608990.77825228	-532700.46633364	-6305509.13509521
-608990.77825512	-532700.46633704	-6305509.13509791
-608990.77825797	-532700.46634044	-6305509.13510061
-608990.77826078	-532700.46634382	-6305509.13510335
-608990.77826357	-532700.46634716	-6305509.13510616
-608990.77826634	-532700.46635046	-6305509.13510903
-608990.77826909	-532700.46635373	-6305509.13511193
-608990.77827186	-532700.46635703	-6305509.13511483
-608990.77827467	-532700.46636037	-6305509.13511768
-608990.77827748	-532700.46636375	-6305509.13512048
-608990.77828029	-532700.46636713	-6305509.13512325
-608990.77828309	-532700.46637053	-6305509.13512603
-608990.77828586	-532700.46637389	-6305509.13512885
-608990.77828862	-532700.46637721	-6305509.13513174
-608990.77829139	-532700.46638054	-6305509.13513469
-608990.77829420	-532700.46638388	-6305509.13513767
-608990.77829705	-532700.46638726	-6305509.13514063
-608990.77829995	-532700.46639070	-6305509.13514353
-608990.77830290	-532700.46639421	-6305509.13514638
-608990.77830583	-532700.46639774	-6305509.13514918
-608990.77830875	-532700.46640127	-6305509.13515198
-608990.77831169	-532700.46640480	-6305509.13515481
-608990.77831463	-532700.46640833	-6305509.13515770
-608990.77831756	-532700.46641182	-6305509.13516064
-608990.77832049	-532700.46641530	-6305509.13516360
-608990.77832343	-532700.46641879	-6305509.13516656
-608990.77832638	-532700.46642230	-6305509.13516947
-608990.77832932	-532700.46642584	-6305509.13517235
-608990.77833225	-532700.46642938	-6305509.13517521
-608990.77833517	-532700.46643292	-6305509.13517807
-608990.77833810	-532700.46643648	-6305509.13518096
-608990.77834100	-532700.46643999	-6305509.13518389
-608990.77834388	-532700.46644347	-6305509.13518686
-608990.77834677	-532700.46644693	-6305509.13518983
-608990.77834970	-532700.46645043	-6305509.13519278
-608990.77835264	-532700.46645395	-6305509.13519567
-608990.77835562	-532700.46645751	-6305509.13519853
-608990.77835860	-532700.46646112	-6305509.13520137
-608990.77836162	-532700.46646477	-6305509.13520424
-608990.77836464	-532700.46646843	-6305509.13520715
-608990.77836763	-532700.46647206	-6305509.13521015
-608990.77837065	-532700.46647568	-6305509.13521322
-608990.77837370	-532700.46647933	-6305509.13521632
-608990.77837680	-532700.46648301	-6305509.13521941
-608990.77837992	-532700.46648671	-6305509.13522248
-608990.77838307	-532700.46649045	-6305509.13522551
-608990.77838618	-532700.46649416	-6305509.13522853
-608990.77838929	-532700.46649788	-6305509.13523157
-608990.77839240	-532700.46650160	-6305509.13523466
-608990.77839548	-532700.46650531	-6305509.13523782
-608990.77839860	-532700.46650904	-6305509.13524103
-608990.77840172	-532700.46651278	-6305509.13524424
-608990.77840488	-532700.46651655	-6305509.13524745
-608990.77840805	-532700.46652035	-6305509.13525062
-608990.77841123	-532700.46652415	-6305509.13525377
-608990.77841440	-532700.46652796	-6305509.13525691
-608990.77841757	-532700.46653177	-6305509.13526006
-608990.77842074	-532700.46653559	-6305509.13526326
-608990.77842392	-532700.46653940	-6305509.13526651
-608990.77842712	-532700.46654320	-6305509.13526981
-608990.77843035	-532700.46654704	-6305509.13527311
-608990.77843358	-532700.46655087	-6305509.13527639
-608990.77843683	-532700.46655475	-6305509.13527966
-608990.77844011	-532700.46655867	-6305509.13528290
-608990.77844337	-532700.46656259	-6305509.13528613
-608990.77844664	-532700.46656652	-6305509.13528939
-608990.77844991	-532700.46657045	-6305509.13529269
-608990.77845316	-532700.46657435	-6305509.13529603
-608990.77845641	-532700.46657824	-6305509.13529940
-608990.77845970	-532700.46658215	-6305509.13530273
-608990.77846299	-532700.46658606	-6305509.13530602
-608990.77846630	-532700.46659000	-6305509.13530926
-608990.77846961	-532700.46659395	-6305509.13531245
-608990.77847290	-532700.46659790	-6305509.13531563
-608990.77847619	-532700.46660186	-6305509.13531883
-608990.77847945	-532700.46660579	-6305509.13532208
-608990.77848271	-532700.46660973	-6305509.13532538
-608990.77848598	-532700.46661367	-6305509.13532872
-608990.77848928	-532700.46661765	-6305509.13533205
-608990.77849261	-532700.46662165	-6305509.13533535
-608990.77849594	-532700.46662564	-6305509.13533861
-608990.77849926	-532700.46662963	-6305509.13534184
-608990.77850259	-532700.46663363	-6305509.13534507
-608990.77850592	-532700.46663762	-6305509.13534833
-608990.77850922	-532700.46664159	-6305509.13535163
-608990.77851255	-532700.46664560	-6305509.13535499
-608990.77851593	-532700.46664963	-6305509.13535837
-608990.77851933	-532700.46665371	-6305509.13536175
-608990.77852275	-532700.46665782	-6305509.13536509
-608990.77852617	-532700.46666194	-6305509.13536839
-608990.77852958	-532700.46666605	-6305509.13537167
-608990.77853299	-532700.46667017	-6305509.13537495
-608990.77853638	-532700.46667424	-6305509.13537827
-608990.77853974	-532700.46667829	-6305509.13538164
-608990.77854312	-532700.46668234	-6305509.13538508
-608990.77854649	-532700.46668639	-6305509.13538857
-608990.77854987	-532700.46669045	-6305509.13539206
-608990.77855327	-532700.46669455	-6305509.13539554
-608990.77855669	-532700.46669868	-6305509.13539899
-608990.77856010	-532700.46670283	-6305509.13540242
-608990.77856354	-532700.46670700	-6305509.13540585
-608990.77856696	-532700.46671114	-6305509.13540931
-608990.77857040	-532700.46671528	-6305509.13541283
-608990.77857381	-532700.46671938	-6305509.13541640
-608990.77857726	-532700.46672351	-6305509.13541999
-608990.77858073	-532700.46672768	-6305509.13542358
-608990.77858427	-532700.46673192	-6305509.13542714
-608990.77858782	-532700.46673619	-6305509.13543065
-608990.77859141	-532700.46674050	-6305509.13543415
-608990.77859498	-532700.46674481	-6305509.13543765
-608990.77859853	-532700.46674910	-6305509.13544119
-608990.77860206	-532700.46675335	-6305509.13544480
-608990.77860561	-532700.46675759	-6305509.13544848
-608990.77860916	-532700.46676185	-6305509.13545221
-608990.77861271	-532700.46676610	-6305509.13545593
-608990.77861628	-532700.46677038	-6305509.13545961
-608990.77861987	-532700.46677471	-6305509.13546322
-608990.77862344	-532700.46677904	-6305509.13546677
-608990.77862701	-532700.46678337	-6305509.13547030
-608990.77863055	-532700.46678766	-6305509.13547386
-608990.77863408	-532700.46679192	-6305509.13547748
-608990.77863762	-532700.46679618	-6305509.13548115
-608990.77864116	-532700.46680043	-6305509.13548485
-608990.77864472	-532700.46680473	-6305509.13548854
-608990.77864830	-532700.46680907	-6305509.13549220
-608990.77865190	-532700.46681345	-6305509.13549580
-608990.77865552	-532700.46681787	-6305509.13549936
-608990.77865914	-532700.46682229	-6305509.13550292
-608990.77866277	-532700.46682670	-6305509.13550649
-608990.77866635	-532700.46683104	-6305509.13551014
-608990.77866995	-532700.46683537	-6305509.13551384
-608990.77867356	-532700.46683969	-6305509.13551759
-608990.77867720	-532700.46684405	-6305509.13552135
-608990.77868086	-532700.46684846	-6305509.13552508
-608990.77868457	-532700.46685294	-6305509.13552875
-608990.77868829	-532700.46685746	-6305509.13553240
-608990.77869200	-532700.46686200	-6305509.13553605
-608990.77869568	-532700.46686651	-6305509.13553973
-608990.77869935	-532700.46687097	-6305509.13554347
-608990.77870305	-532700.46687542	-6305509.13554727
-608990.77870672	-532700.46687983	-6305509.13555111
-608990.77871043	-532700.46688427	-6305509.13555494
-608990.77871417	-532700.46688874	-6305509.13555874
-608990.77871791	-532700.46689326	-6305509.13556248
-608990.77872167	-532700.46689782	-6305509.13556617
-608990.77872541	-532700.46690240	-6305509.13556985
-608990.77872916	-532700.46690698	-6305509.13557357
-608990.77873289	-532700.46691152	-6305509.13557737
-608990.77873664	-532700.46691607	-6305509.13558124
-608990.77874040	-532700.46692060	-6305509.13558518
-608990.77874417	-532700.46692513	-6305509.13558912
-608990.77874797	-532700.46692969	-6305509.13559304
-608990.77875182	-532700.46693433	-6305509.13559692
-608990.77875569	-532700.46693900	-6305509.13560076
-608990.77875959	-532700.46694370	-6305509.13560459
-608990.77876349	-532700.46694841	-6305509.13560844
-608990.77876737	-532700.46695309	-6305509.13561234
-608990.77877126	-532700.46695776	-6305509.13561631
-608990.77877516	-532700.46696243	-6305509.13562031
-608990.77877907	-532700.46696710	-6305509.13562433
-608990.77878299	-532700.46697180	-6305509.13562831
-608990.77878694	-532700.46697655	-6305509.13563226
-608990.77879086	-532700.46698131	-6305509.13563617
-608990.77879478	-532700.46698608	-6305509.13564007
-608990.77879866	-532700.46699082	-6305509.13564399
-608990.77880253	-532700.46699553	-6305509.13564796
-608990.77880637	-532700.46700019	-6305509.13565198
-608990.77881023	-532700.46700485	-6305509.13565603
-608990.77881410	-532700.46700950	-6305509.13566006
-608990.77881798	-532700.46701418	-6305509.13566407
-608990.77882189	-532700.46701890	-6305509.13566803
-608990.77882579	-532700.46702364	-6305509.13567196
-608990.77882967	-532700.46702838	-6305509.13567591
-608990.77883359	-532700.46703317	-6305509.13567987
-608990.77883752	-532700.46703795	-6305509.13568389
-608990.77884146	-532700.46704272	-6305509.13568795
-608990.77884541	-532700.46704749	-6305509.13569204
-608990.77884940	-532700.46705228	-6305509.13569611
-608990.77885342	-532700.46705710	-6305509.13570016
-608990.77885747	-532700.46706195	-6305509.13570418
-608990.77886150	-532700.46706681	-6305509.13570819
-608990.77886553	-532700.46707169	-6305509.13571220
-608990.77886952	-532700.46707654	-6305509.13571627
-608990.77887352	-532700.46708140	-6305509.13572040
-608990.77887753	-532700.46708626	-6305509.13572458
-608990.77888154	-532700.46709112	-6305509.13572877
-608990.77888555	-532700.46709597	-6305509.13573294
-608990.77888956	-532700.46710082	-6305509.13573708
-608990.77889360	-532700.46710570	-6305509.13574117
-608990.77889763	-532700.46711058	-6305509.13574524
-608990.77890163	-532700.46711544	-6305509.13574934
-608990.77890563	-532700.46712030	-6305509.13575348
-608990.77890963	-532700.46712516	-6305509.13575767
-608990.77891364	-532700.46713003	-6305509.13576192
-608990.77891769	-532700.46713493	-6305509.13576619
